time_period,rainfall,mean_temperature,disease_cases,population,location
2024-04,466.346,18.64,1305,695672.75,M6o8DrKq6P3
2024-05,140.235,19.15,1357,695672.75,M6o8DrKq6P3
2024-06,8.943,18.81,1421,695672.75,M6o8DrKq6P3
2024-07,3.184,19.85,1089,695672.75,M6o8DrKq6P3
2024-08,13.958,19.77,1107,695672.75,M6o8DrKq6P3
2024-09,41.271,20.22,1454,695672.75,M6o8DrKq6P3
2024-10,214.895,18.84,2161,695672.75,M6o8DrKq6P3
2024-11,278.268,18.21,3515,695672.75,M6o8DrKq6P3
2024-12,377.38,18.28,2004,695672.75,M6o8DrKq6P3
2015-01,38.418,20.62,33105,827474,MJ0JLxsTP70
2015-02,60.716,20.52,36889,827474,MJ0JLxsTP70
2015-03,120.966,20.09,39819,827474,MJ0JLxsTP70
2015-04,143.385,19.19,36859,827474,MJ0JLxsTP70
2015-05,72.305,19.63,32455,827474,MJ0JLxsTP70
2015-06,14.104,20.1,41024,827474,MJ0JLxsTP70
2015-07,2.146,20.91,22954,827474,MJ0JLxsTP70
2015-08,1.852,21.63,12820,827474,MJ0JLxsTP70
2015-09,39.357,21.1,22383,827474,MJ0JLxsTP70
2015-10,171.241,19.75,41172,827474,MJ0JLxsTP70
2015-11,133.487,19.11,43787,827474,MJ0JLxsTP70
2015-12,90.103,19.71,31058,827474,MJ0JLxsTP70
2016-01,96.063,20.44,14568,795447.35,MJ0JLxsTP70
2016-02,45.393,21.46,14237,793274,MJ0JLxsTP70
2016-03,53.433,21.25,14923,795447.35,MJ0JLxsTP70
2016-04,235.64,19.73,12652,795447.35,MJ0JLxsTP70
2016-05,29.63,20.4,20446,795447.35,MJ0JLxsTP70
2016-06,1.982,20.21,19298,795447.35,MJ0JLxsTP70
2016-07,0.949,20.94,8878,795447.35,MJ0JLxsTP70
2016-08,7.05,21.6,11894,795447.35,MJ0JLxsTP70
2016-09,55.646,21.52,20894,795447.35,MJ0JLxsTP70
2016-10,118.23,20.34,35331,795447.35,MJ0JLxsTP70
2016-11,108.691,19.17,50795,795447.35,MJ0JLxsTP70
2016-12,54.721,19.38,47412,795447.35,MJ0JLxsTP70
2017-01,45.511,20.64,50431,859548,MJ0JLxsTP70
2017-02,82.95,19.92,37226,859548,MJ0JLxsTP70
2017-03,110.147,19.8,41328,859548,MJ0JLxsTP70
2017-04,93.253,19.33,37389,859548,MJ0JLxsTP70
2017-05,100.509,19.21,33259,859548,MJ0JLxsTP70
2017-06,2.178,20.26,15732,859548,MJ0JLxsTP70
2017-07,2.144,20.92,8669,859548,MJ0JLxsTP70
2017-08,21.983,21.09,6910,859548,MJ0JLxsTP70
2017-09,63.91,20.41,8008,859548,MJ0JLxsTP70
2017-10,97.053,20.11,13482,859548,MJ0JLxsTP70
2017-11,97.6,19.19,13821,859548,MJ0JLxsTP70
2017-12,99.938,19.73,12214,859548,MJ0JLxsTP70
2018-01,124.836,19.46,17001,814313,MJ0JLxsTP70
2018-02,53.775,20.36,19095,814313,MJ0JLxsTP70
2018-03,124.675,19.68,24043,814313,MJ0JLxsTP70
2018-04,289.396,18.93,14327,814313,MJ0JLxsTP70
2018-05,69.585,19.13,11515,814313,MJ0JLxsTP70
2018-06,8.198,19.67,10896,814313,MJ0JLxsTP70
2018-07,2.667,19.54,8238,814313,MJ0JLxsTP70
2018-08,73.033,20.01,7220,814313,MJ0JLxsTP70
2018-09,31.672,20.14,11568,814313,MJ0JLxsTP70
2018-10,96.076,19.75,25081,814313,MJ0JLxsTP70
2018-11,89.688,19.46,37993,814313,MJ0JLxsTP70
2018-12,101.869,19.23,44020,814313,MJ0JLxsTP70
2019-01,62.482,20.16,37084,712270,MJ0JLxsTP70
2019-02,51.367,20.52,22614,712270,MJ0JLxsTP70
2019-03,68.762,20.59,8923,712270,MJ0JLxsTP70
2019-04,115.349,20.13,7304,712270,MJ0JLxsTP70
2019-05,105.538,19.21,7504,712270,MJ0JLxsTP70
2019-06,12.735,19.91,6958,712270,MJ0JLxsTP70
2019-07,10.116,20.46,5511,712270,MJ0JLxsTP70
2019-08,26.24,21.1,3425,712270,MJ0JLxsTP70
2019-09,60.891,20.67,3852,712270,MJ0JLxsTP70
2019-10,167.761,18.82,4133,712270,MJ0JLxsTP70
2019-11,99.24,19.6,3049,712270,MJ0JLxsTP70
2019-12,155.222,19.63,2873,712270,MJ0JLxsTP70
2020-01,82.095,20.45,3028,955038.39,MJ0JLxsTP70
2020-02,126.34,20.44,2406,952429,MJ0JLxsTP70
2020-03,182.675,20.24,2279,955038.39,MJ0JLxsTP70
2020-04,239.973,19.84,1124,955038.39,MJ0JLxsTP70
2020-05,58.892,19.8,1608,955038.39,MJ0JLxsTP70
2020-06,23.08,19.94,1228,955038.39,MJ0JLxsTP70
2020-07,3.3,20.43,1376,955038.39,MJ0JLxsTP70
2020-08,13.121,21.85,1404,955038.39,MJ0JLxsTP70
2020-09,33.578,21.1,2872,955038.39,MJ0JLxsTP70
2020-10,120.142,20.04,4302,955038.39,MJ0JLxsTP70
2020-11,128.981,19.21,5865,955038.39,MJ0JLxsTP70
2020-12,78.448,19.56,5244,955038.39,MJ0JLxsTP70
2021-01,80.297,19.48,2446,522784,MJ0JLxsTP70
2021-02,86.299,20.13,3714,522784,MJ0JLxsTP70
2021-03,103.817,19.74,3085,522784,MJ0JLxsTP70
2021-04,119.874,18.96,2679,522784,MJ0JLxsTP70
2021-05,129.314,19.3,3413,522784,MJ0JLxsTP70
2021-06,3.123,19.75,3668,522784,MJ0JLxsTP70
2021-07,2.297,20.36,3661,522784,MJ0JLxsTP70
2021-08,22.836,20.77,3450,522784,MJ0JLxsTP70
2021-09,67.314,20.61,4101,522784,MJ0JLxsTP70
2021-10,62.606,20.37,2671,522784,MJ0JLxsTP70
2021-11,83.182,19.71,2548,522784,MJ0JLxsTP70
2021-12,87.339,19.42,1966,522784,MJ0JLxsTP70
2022-01,97.736,19.96,2079,405332,MJ0JLxsTP70
2022-02,154.333,19.36,1212,405332,MJ0JLxsTP70
2022-03,134.36,19.93,1250,405332,MJ0JLxsTP70
2022-04,201.695,19.3,1298,405332,MJ0JLxsTP70
2022-05,59.487,19.42,1870,405332,MJ0JLxsTP70
2022-06,3.557,18.81,1535,405332,MJ0JLxsTP70
2022-07,22.59,20.17,1164,405332,MJ0JLxsTP70
2022-08,54.253,19.95,926,405332,MJ0JLxsTP70
2022-09,35.914,20.3,1001,405332,MJ0JLxsTP70
2022-10,39.084,20.95,839,405332,MJ0JLxsTP70
2022-11,202.188,19.26,808,405332,MJ0JLxsTP70
2022-12,130.095,18.9,961,405332,MJ0JLxsTP70
2023-01,44.289,19.38,885,478628,MJ0JLxsTP70
2023-02,74.081,20.31,715,478628,MJ0JLxsTP70
2023-03,208.246,19.38,499,478628,MJ0JLxsTP70
2023-04,180.426,19.14,245,478628,MJ0JLxsTP70
2023-05,71.083,20.27,244,478628,MJ0JLxsTP70
2023-06,6.646,20.72,327,478628,MJ0JLxsTP70
2023-07,0.298,21.05,380,478628,MJ0JLxsTP70
2023-08,0.665,22.51,375,478628,MJ0JLxsTP70
2023-09,112.876,20.62,525,478628,MJ0JLxsTP70
2023-10,80.697,20.49,847,478628,MJ0JLxsTP70
2023-11,228.288,18.85,656,478628,MJ0JLxsTP70
2023-12,104.918,20.17,542,478628,MJ0JLxsTP70
2024-01,171.137,20.07,739,465733.5,MJ0JLxsTP70
2024-02,86.838,20.64,611,464461,MJ0JLxsTP70
2024-03,91.907,20.77,382,465733.5,MJ0JLxsTP70
2024-04,179.793,19.88,606,465733.5,MJ0JLxsTP70
2024-05,43.969,20.99,559,465733.5,MJ0JLxsTP70
2024-06,1.451,20.89,509,465733.5,MJ0JLxsTP70
2024-07,2.996,21.85,628,465733.5,MJ0JLxsTP70
2024-08,2.364,22.47,985,465733.5,MJ0JLxsTP70
2024-09,31.783,22.35,2854,465733.5,MJ0JLxsTP70
2024-10,81.82,20.52,3931,465733.5,MJ0JLxsTP70
2024-11,150.52,19.54,2517,465733.5,MJ0JLxsTP70
2024-12,107.661,19.93,796,465733.5,MJ0JLxsTP70
2015-01,187.21,17.75,2547,811539,DG8h5ijGxgO
2015-02,191.375,18.12,2350,811539,DG8h5ijGxgO
2015-03,199.471,18.02,1497,811539,DG8h5ijGxgO
2015-04,302.801,17.2,1219,811539,DG8h5ijGxgO
2015-05,95.744,17.63,1097,811539,DG8h5ijGxgO
2015-06,102.476,17.62,2553,811539,DG8h5ijGxgO
2015-07,17.43,18,1979,811539,DG8h5ijGxgO
2015-08,12.921,18.4,1617,811539,DG8h5ijGxgO
2015-09,108.571,18.31,4232,811539,DG8h5ijGxgO
2015-10,278.696,17.58,6554,811539,DG8h5ijGxgO
2015-11,287.047,17.05,9748,811539,DG8h5ijGxgO
2015-12,434.721,17.22,10736,811539,DG8h5ijGxgO
2016-01,265.003,18,6408,786074.75,DG8h5ijGxgO
2016-02,215.482,18.86,4125,783927,DG8h5ijGxgO
2016-03,283.001,18.98,2915,786074.75,DG8h5ijGxgO
2016-04,327.521,17.97,2590,786074.75,DG8h5ijGxgO
2016-05,70.223,18.2,3199,786074.75,DG8h5ijGxgO
2016-06,25.484,17.73,4381,786074.75,DG8h5ijGxgO
2016-07,13.149,17.96,2885,786074.75,DG8h5ijGxgO
2016-08,12.391,18.51,3264,786074.75,DG8h5ijGxgO
2016-09,124.649,18.31,5448,786074.75,DG8h5ijGxgO
2016-10,181.94,18.1,7624,786074.75,DG8h5ijGxgO
2016-11,236.691,17.41,12624,786074.75,DG8h5ijGxgO
2016-12,176.884,17.59,12189,786074.75,DG8h5ijGxgO
2017-01,192.437,18.22,9582,743830,DG8h5ijGxgO
2017-02,323.465,17.47,5315,743830,DG8h5ijGxgO
2017-03,235.931,17.91,3114,743830,DG8h5ijGxgO
2017-04,131.871,17.76,2133,743830,DG8h5ijGxgO
2017-05,91.488,17.64,4577,743830,DG8h5ijGxgO
2017-06,24.832,18.05,6828,743830,DG8h5ijGxgO
2017-07,21.231,17.83,6261,743830,DG8h5ijGxgO
2017-08,89.853,17.63,5959,743830,DG8h5ijGxgO
2017-09,145.91,17.61,7498,743830,DG8h5ijGxgO
2017-10,215.445,17.55,7147,743830,DG8h5ijGxgO
2017-11,277.269,17.04,7315,743830,DG8h5ijGxgO
2017-12,332.838,17.59,6938,743830,DG8h5ijGxgO
2018-01,418.421,16.92,11686,917524,DG8h5ijGxgO
2018-02,292.132,17.94,4419,917524,DG8h5ijGxgO
2018-03,272.586,17.57,2991,917524,DG8h5ijGxgO
2018-04,428.441,17.2,2041,917524,DG8h5ijGxgO
2018-05,107.574,17.3,3121,917524,DG8h5ijGxgO
2018-06,33.664,17.53,2537,917524,DG8h5ijGxgO
2018-07,18.511,17.13,2008,917524,DG8h5ijGxgO
2018-08,107.455,17.28,1261,917524,DG8h5ijGxgO
2018-09,87.149,17.65,1675,917524,DG8h5ijGxgO
2018-10,242.988,17.4,2520,917524,DG8h5ijGxgO
2018-11,225.235,17.49,3904,917524,DG8h5ijGxgO
2018-12,408.649,17.05,6706,917524,DG8h5ijGxgO
2019-01,325.383,17.65,6061,844937,DG8h5ijGxgO
2019-02,177.703,18.25,4469,844937,DG8h5ijGxgO
2019-03,220.532,18.24,4307,844937,DG8h5ijGxgO
2019-04,215.674,18.27,4116,844937,DG8h5ijGxgO
2019-05,145.651,17.5,4059,844937,DG8h5ijGxgO
2019-06,103.694,17.38,5182,844937,DG8h5ijGxgO
2019-07,55.775,17.51,5229,844937,DG8h5ijGxgO
2019-08,67.21,17.74,2993,844937,DG8h5ijGxgO
2019-09,119.608,17.75,3622,844937,DG8h5ijGxgO
2019-10,290.065,16.72,3574,844937,DG8h5ijGxgO
2019-11,254.382,17.44,2628,844937,DG8h5ijGxgO
2019-12,330.603,17.25,2964,844937,DG8h5ijGxgO
2020-01,293.119,17.84,3801,870201.6,DG8h5ijGxgO
2020-02,308.547,18.15,4115,867824,DG8h5ijGxgO
2020-03,417.051,17.98,3160,870201.6,DG8h5ijGxgO
2020-04,318.671,17.83,2705,870201.6,DG8h5ijGxgO
2020-05,129.394,17.87,3129,870201.6,DG8h5ijGxgO
2020-06,89.701,17.45,2386,870201.6,DG8h5ijGxgO
2020-07,33.571,17.08,1659,870201.6,DG8h5ijGxgO
2020-08,75.107,17.88,1854,870201.6,DG8h5ijGxgO
2020-09,162.598,17.53,2582,870201.6,DG8h5ijGxgO
2020-10,292.66,17.17,2199,870201.6,DG8h5ijGxgO
2020-11,345.524,17.05,1340,870201.6,DG8h5ijGxgO
2020-12,328.95,17.08,1606,870201.6,DG8h5ijGxgO
2021-01,292.562,17.17,1681,493610,DG8h5ijGxgO
2021-02,208.561,17.99,1776,493610,DG8h5ijGxgO
2021-03,296.352,17.6,1764,493610,DG8h5ijGxgO
2021-04,198.549,17.19,1834,493610,DG8h5ijGxgO
2021-05,183.627,17.47,1827,493610,DG8h5ijGxgO
2021-06,30.055,17.4,2194,493610,DG8h5ijGxgO
2021-07,18.758,17.32,2433,493610,DG8h5ijGxgO
2021-08,89.08,17.49,2875,493610,DG8h5ijGxgO
2021-09,150.94,17.45,2483,493610,DG8h5ijGxgO
2021-10,230.478,17.52,2219,493610,DG8h5ijGxgO
2021-11,256.773,17.38,2465,493610,DG8h5ijGxgO
2021-12,234.244,17.5,3031,493610,DG8h5ijGxgO
2022-01,207.345,17.56,3116,432667,DG8h5ijGxgO
2022-02,389.857,17.2,2470,432667,DG8h5ijGxgO
2022-03,293.71,17.94,2222,432667,DG8h5ijGxgO
2022-04,379.143,17.56,2768,432667,DG8h5ijGxgO
2022-05,153.055,17.46,3161,432667,DG8h5ijGxgO
2022-06,17.505,16.96,2098,432667,DG8h5ijGxgO
2022-07,54.514,17.26,1824,432667,DG8h5ijGxgO
2022-08,141.788,17.13,1919,432667,DG8h5ijGxgO
2022-09,163.984,17.08,2340,432667,DG8h5ijGxgO
2022-10,128.185,17.76,2363,432667,DG8h5ijGxgO
2022-11,475.959,16.89,2665,432667,DG8h5ijGxgO
2022-12,352.462,16.62,2591,432667,DG8h5ijGxgO
2023-01,217.596,17.07,1910,579675,DG8h5ijGxgO
2023-02,249.269,17.84,1400,579675,DG8h5ijGxgO
2023-03,515.538,17.16,1147,579675,DG8h5ijGxgO
2023-04,269.015,17.38,1437,579675,DG8h5ijGxgO
2023-05,113.582,18.3,1278,579675,DG8h5ijGxgO
2023-06,49.022,17.98,1561,579675,DG8h5ijGxgO
2023-07,5.454,18.14,1433,579675,DG8h5ijGxgO
2023-08,18.379,18.87,1023,579675,DG8h5ijGxgO
2023-09,264.243,17.81,1253,579675,DG8h5ijGxgO
2023-10,212.95,18.08,1291,579675,DG8h5ijGxgO
2023-11,453.825,17.08,892,579675,DG8h5ijGxgO
2023-12,335.281,17.69,1057,579675,DG8h5ijGxgO
2024-01,356.099,17.83,1219,462814.52,DG8h5ijGxgO
2024-02,321.638,18.42,650,461550,DG8h5ijGxgO
2024-03,298.03,18.91,394,462814.52,DG8h5ijGxgO
2024-04,309.964,18.13,446,462814.52,DG8h5ijGxgO
2024-05,200.028,18.76,623,462814.52,DG8h5ijGxgO
2024-06,21.603,18.21,871,462814.52,DG8h5ijGxgO
2024-07,31.227,18.46,881,462814.52,DG8h5ijGxgO
2024-08,34.029,18.58,971,462814.52,DG8h5ijGxgO
2024-09,68.611,18.65,1156,462814.52,DG8h5ijGxgO
2024-10,244.339,17.76,1664,462814.52,DG8h5ijGxgO
2024-11,412,17.17,1777,462814.52,DG8h5ijGxgO
2024-12,380.742,17.48,1564,462814.52,DG8h5ijGxgO
2015-01,58.823,18.5,3170,770240,pXalpffB0lo
2015-02,91.631,18.65,2506,770240,pXalpffB0lo
2015-03,131.11,18.4,1879,770240,pXalpffB0lo
2015-04,252.452,17.38,1824,770240,pXalpffB0lo
2015-05,69.471,17.77,2388,770240,pXalpffB0lo
2015-06,76.985,18.23,4507,770240,pXalpffB0lo
2015-07,8.066,18.93,3784,770240,pXalpffB0lo
2015-08,10.082,19.5,1896,770240,pXalpffB0lo
2015-09,56.069,18.92,2229,770240,pXalpffB0lo
2015-10,212.567,18.13,3531,770240,pXalpffB0lo
2015-11,261.281,17.38,6770,770240,pXalpffB0lo
2015-12,302.209,17.76,13898,770240,pXalpffB0lo
2016-01,254.549,18.55,7143,625977.32,pXalpffB0lo
2016-02,70.247,19.59,4566,624267,pXalpffB0lo
2016-03,149.319,19.44,3636,625977.32,pXalpffB0lo
2016-04,320.253,17.93,2651,625977.32,pXalpffB0lo
2016-05,53.853,18.58,3514,625977.32,pXalpffB0lo
2016-06,9.253,18.5,2991,625977.32,pXalpffB0lo
2016-07,5.903,19.31,1973,625977.32,pXalpffB0lo
2016-08,6.833,19.77,1442,625977.32,pXalpffB0lo
2016-09,105.651,19.24,1932,625977.32,pXalpffB0lo
2016-10,155.65,18.5,3003,625977.32,pXalpffB0lo
2016-11,170.861,17.51,4592,625977.32,pXalpffB0lo
2016-12,90.392,17.87,4157,625977.32,pXalpffB0lo
2017-01,102.69,18.85,4857,791592,pXalpffB0lo
2017-02,179.199,17.86,3248,791592,pXalpffB0lo
2017-03,170.281,18.05,1774,791592,pXalpffB0lo
2017-04,109.86,17.75,1436,791592,pXalpffB0lo
2017-05,84.604,17.51,2005,791592,pXalpffB0lo
2017-06,5.804,18.74,2257,791592,pXalpffB0lo
2017-07,8.019,19.12,1574,791592,pXalpffB0lo
2017-08,71.333,18.69,1446,791592,pXalpffB0lo
2017-09,122.785,18.13,2224,791592,pXalpffB0lo
2017-10,169.4,18.07,2360,791592,pXalpffB0lo
2017-11,200.339,17.4,2312,791592,pXalpffB0lo
2017-12,146.802,18.13,2902,791592,pXalpffB0lo
2018-01,230.215,17.58,4374,764361,pXalpffB0lo
2018-02,153.976,18.32,2655,764361,pXalpffB0lo
2018-03,311.034,17.76,2998,764361,pXalpffB0lo
2018-04,418.304,17.21,2210,764361,pXalpffB0lo
2018-05,81.861,17.35,1782,764361,pXalpffB0lo
2018-06,17.065,18.15,1288,764361,pXalpffB0lo
2018-07,17.634,17.8,932,764361,pXalpffB0lo
2018-08,95.086,17.93,1021,764361,pXalpffB0lo
2018-09,55.579,17.95,1172,764361,pXalpffB0lo
2018-10,150.689,17.77,1587,764361,pXalpffB0lo
2018-11,150.063,17.76,2021,764361,pXalpffB0lo
2018-12,216.384,17.41,2574,764361,pXalpffB0lo
2019-01,168.366,18.24,2325,885924,pXalpffB0lo
2019-02,103.117,18.69,2092,885924,pXalpffB0lo
2019-03,160.524,18.58,2092,885924,pXalpffB0lo
2019-04,188.904,18.27,1802,885924,pXalpffB0lo
2019-05,124.741,17.43,2002,885924,pXalpffB0lo
2019-06,51.405,18.04,2068,885924,pXalpffB0lo
2019-07,31.364,18.54,2386,885924,pXalpffB0lo
2019-08,52.95,18.79,1610,885924,pXalpffB0lo
2019-09,91.887,18.4,1674,885924,pXalpffB0lo
2019-10,201.329,16.98,2244,885924,pXalpffB0lo
2019-11,180.23,17.71,1491,885924,pXalpffB0lo
2019-12,317.82,17.72,1928,885924,pXalpffB0lo
2020-01,198.278,18.33,2473,882207.4,pXalpffB0lo
2020-02,246.666,18.55,2341,879797,pXalpffB0lo
2020-03,305.565,18.41,2469,882207.4,pXalpffB0lo
2020-04,266.16,17.97,1387,882207.4,pXalpffB0lo
2020-05,79.886,18.02,1398,882207.4,pXalpffB0lo
2020-06,35.732,18.13,846,882207.4,pXalpffB0lo
2020-07,11.957,18.39,484,882207.4,pXalpffB0lo
2020-08,40.333,19.46,427,882207.4,pXalpffB0lo
2020-09,110.829,18.52,719,882207.4,pXalpffB0lo
2020-10,159.996,17.87,753,882207.4,pXalpffB0lo
2020-11,217.794,17.39,724,882207.4,pXalpffB0lo
2020-12,192.989,17.65,744,882207.4,pXalpffB0lo
2021-01,183.716,17.68,531,449270,pXalpffB0lo
2021-02,145.097,18.51,663,449270,pXalpffB0lo
2021-03,147.055,18.13,845,449270,pXalpffB0lo
2021-04,129.19,17.4,881,449270,pXalpffB0lo
2021-05,129.685,17.68,987,449270,pXalpffB0lo
2021-06,7.059,18.04,1130,449270,pXalpffB0lo
2021-07,6.252,18.38,856,449270,pXalpffB0lo
2021-08,62.496,18.54,950,449270,pXalpffB0lo
2021-09,105.553,18.13,1074,449270,pXalpffB0lo
2021-10,137.609,18.3,931,449270,pXalpffB0lo
2021-11,134.938,17.93,1431,449270,pXalpffB0lo
2021-12,124.997,17.77,1668,449270,pXalpffB0lo
2022-01,109.381,18.24,1601,459445,pXalpffB0lo
2022-02,212.177,17.73,1436,459445,pXalpffB0lo
2022-03,173.236,18.33,1151,459445,pXalpffB0lo
2022-04,247.058,17.73,1497,459445,pXalpffB0lo
2022-05,74.172,17.66,1579,459445,pXalpffB0lo
2022-06,6.75,17.36,1831,459445,pXalpffB0lo
2022-07,32.96,18.24,1372,459445,pXalpffB0lo
2022-08,102.182,17.99,1172,459445,pXalpffB0lo
2022-09,78.839,17.84,1305,459445,pXalpffB0lo
2022-10,62.917,18.52,1296,459445,pXalpffB0lo
2022-11,266.546,17.32,1541,459445,pXalpffB0lo
2022-12,206.723,17.03,1434,459445,pXalpffB0lo
2023-01,106.739,17.6,1439,511077,pXalpffB0lo
2023-02,166.997,18.39,1367,511077,pXalpffB0lo
2023-03,359.583,17.59,1397,511077,pXalpffB0lo
2023-04,166.412,17.51,1299,511077,pXalpffB0lo
2023-05,83.612,18.54,1461,511077,pXalpffB0lo
2023-06,13.873,18.88,1929,511077,pXalpffB0lo
2023-07,1.648,19.34,1825,511077,pXalpffB0lo
2023-08,4.519,20.31,1461,511077,pXalpffB0lo
2023-09,166.347,18.6,1311,511077,pXalpffB0lo
2023-10,122.832,18.61,1116,511077,pXalpffB0lo
2023-11,258.131,17.2,910,511077,pXalpffB0lo
2023-12,211.599,18.22,969,511077,pXalpffB0lo
2024-01,232.135,18.5,1275,503135.69,pXalpffB0lo
2024-02,198.861,18.86,990,501761,pXalpffB0lo
2024-03,157.431,19.09,857,503135.69,pXalpffB0lo
2024-04,214.123,18.18,885,503135.69,pXalpffB0lo
2024-05,105.562,19.09,684,503135.69,pXalpffB0lo
2024-06,4.272,19.26,697,503135.69,pXalpffB0lo
2024-07,12.418,20.04,593,503135.69,pXalpffB0lo
2024-08,10.352,20.3,648,503135.69,pXalpffB0lo
2024-09,57.388,19.82,758,503135.69,pXalpffB0lo
2024-10,151.507,18.45,714,503135.69,pXalpffB0lo
2024-11,263.64,17.68,1215,503135.69,pXalpffB0lo
2024-12,209.889,17.99,1054,503135.69,pXalpffB0lo
2015-01,243.573,18.01,3837,739399,urGSAaskBqL
2015-02,194.094,18.44,4227,739399,urGSAaskBqL
2015-03,171.406,18.42,3196,739399,urGSAaskBqL
2015-04,342.783,17.34,3478,739399,urGSAaskBqL
2015-05,89.971,17.92,3735,739399,urGSAaskBqL
2015-06,125.853,18.37,5272,739399,urGSAaskBqL
2015-07,10.718,19.11,3351,739399,urGSAaskBqL
2015-08,8.153,19.74,1281,739399,urGSAaskBqL
2015-09,78.593,19.1,2635,739399,urGSAaskBqL
2015-10,222.392,17.99,4524,739399,urGSAaskBqL
2015-11,281.759,17.3,7505,739399,urGSAaskBqL
2015-12,421.58,17.62,14414,739399,urGSAaskBqL
2016-01,331.7,18.26,11861,705641.98,urGSAaskBqL
2016-02,216.213,19.38,7122,703714,urGSAaskBqL
2016-03,218.754,19.41,5023,705641.98,urGSAaskBqL
2016-04,314.351,17.92,3900,705641.98,urGSAaskBqL
2016-05,68.782,18.83,4572,705641.98,urGSAaskBqL
2016-06,21.051,18.7,4986,705641.98,urGSAaskBqL
2016-07,10.8,19.34,1902,705641.98,urGSAaskBqL
2016-08,11.069,19.96,1830,705641.98,urGSAaskBqL
2016-09,126.843,19.36,2844,705641.98,urGSAaskBqL
2016-10,162.235,18.6,4197,705641.98,urGSAaskBqL
2016-11,192.914,17.48,6131,705641.98,urGSAaskBqL
2016-12,135.861,17.83,5412,705641.98,urGSAaskBqL
2017-01,214.637,18.59,6095,862263,urGSAaskBqL
2017-02,279.749,17.7,3642,862263,urGSAaskBqL
2017-03,201.117,18.07,2425,862263,urGSAaskBqL
2017-04,136.307,17.86,2023,862263,urGSAaskBqL
2017-05,96.966,17.77,2224,862263,urGSAaskBqL
2017-06,8.911,19.05,3032,862263,urGSAaskBqL
2017-07,22.407,18.93,2500,862263,urGSAaskBqL
2017-08,107.422,18.64,1559,862263,urGSAaskBqL
2017-09,159.948,18.1,1730,862263,urGSAaskBqL
2017-10,231.527,17.92,3548,862263,urGSAaskBqL
2017-11,263.081,17.3,4141,862263,urGSAaskBqL
2017-12,311.818,18.05,4433,862263,urGSAaskBqL
2018-01,506.371,17.16,6307,855125,urGSAaskBqL
2018-02,321.053,18.23,5158,855125,urGSAaskBqL
2018-03,362.654,17.65,5911,855125,urGSAaskBqL
2018-04,502.023,17.22,3131,855125,urGSAaskBqL
2018-05,102.302,17.55,2853,855125,urGSAaskBqL
2018-06,22.619,18.42,3105,855125,urGSAaskBqL
2018-07,23.948,18.11,1339,855125,urGSAaskBqL
2018-08,117.888,18.1,930,855125,urGSAaskBqL
2018-09,66.654,18.13,1473,855125,urGSAaskBqL
2018-10,203.405,17.75,1678,855125,urGSAaskBqL
2018-11,187.465,17.8,2353,855125,urGSAaskBqL
2018-12,391.891,17.3,3251,855125,urGSAaskBqL
2019-01,367.221,18.04,3286,874652,urGSAaskBqL
2019-02,176.033,18.58,2821,874652,urGSAaskBqL
2019-03,227.968,18.49,2823,874652,urGSAaskBqL
2019-04,233.265,18.35,2824,874652,urGSAaskBqL
2019-05,149.099,17.51,3744,874652,urGSAaskBqL
2019-06,96.758,18.15,3625,874652,urGSAaskBqL
2019-07,48.945,18.54,3817,874652,urGSAaskBqL
2019-08,61.286,18.87,1585,874652,urGSAaskBqL
2019-09,119.231,18.41,1322,874652,urGSAaskBqL
2019-10,261.089,16.94,1433,874652,urGSAaskBqL
2019-11,281.91,17.61,1076,874652,urGSAaskBqL
2019-12,361.065,17.59,1229,874652,urGSAaskBqL
2020-01,357.62,18.03,1598,943939.07,urGSAaskBqL
2020-02,368.093,18.38,1561,941360,urGSAaskBqL
2020-03,477.363,18.2,1129,943939.07,urGSAaskBqL
2020-04,334.171,17.88,840,943939.07,urGSAaskBqL
2020-05,98.134,18.15,744,943939.07,urGSAaskBqL
2020-06,49.964,18.25,683,943939.07,urGSAaskBqL
2020-07,24.987,18.23,527,943939.07,urGSAaskBqL
2020-08,69.373,19.24,547,943939.07,urGSAaskBqL
2020-09,151.054,18.43,877,943939.07,urGSAaskBqL
2020-10,225.068,17.73,1025,943939.07,urGSAaskBqL
2020-11,244.159,17.36,893,943939.07,urGSAaskBqL
2020-12,285.447,17.47,933,943939.07,urGSAaskBqL
2021-01,268.576,17.46,668,468740,urGSAaskBqL
2021-02,260.882,18.24,1246,468740,urGSAaskBqL
2021-03,243.019,17.95,1510,468740,urGSAaskBqL
2021-04,181.59,17.3,1221,468740,urGSAaskBqL
2021-05,156.03,17.75,1487,468740,urGSAaskBqL
2021-06,20.374,18.15,1646,468740,urGSAaskBqL
2021-07,11.692,18.46,1306,468740,urGSAaskBqL
2021-08,73.351,18.49,1361,468740,urGSAaskBqL
2021-09,115.457,18.2,1257,468740,urGSAaskBqL
2021-10,193.25,18.09,1501,468740,urGSAaskBqL
2021-11,169.743,17.81,1648,468740,urGSAaskBqL
2021-12,167.285,17.74,1653,468740,urGSAaskBqL
2022-01,198.009,17.98,1897,497042,urGSAaskBqL
2022-02,460.753,17.32,1746,497042,urGSAaskBqL
2022-03,282.451,18.26,1255,497042,urGSAaskBqL
2022-04,286.811,17.79,1241,497042,urGSAaskBqL
2022-05,97.054,17.82,1556,497042,urGSAaskBqL
